% Indian_Name_Belief
% Akshay Gulati akshaygulati66[at]yahoo.co.in
% 12/08/2015,06:16:15
% Python Generated ARFF file
% Belief Model Type: Bigrams

@RELATION Belief_Bigrams

@ATTRIBUTE Bigrams  NUMERIC
@ATTRIBUTE Vowel_Score  NUMERIC
@ATTRIBUTE class        {Valid,Invalid}

@DATA
1.1986685988603902,0.22222222222222221,Valid
0.041551240762743816,0.19047619047619047,Valid
1.957469377860442e-06,0.18333333333333332,Valid
1.9794685631187414,0.26666666666666666,Valid
0.045764362040016451,0.27777777777777779,Valid
0.0018230440259942263,0.25,Valid
0.77027596748355964,0.33333333333333331,Valid
0.0015622640575746996,0.22222222222222221,Valid
5.464973062530504,0.33333333333333331,Valid
67.415407912906062,0.5,Valid
0.020078957147903954,0.2857142857142857,Valid
0.00088455896200356787,0.21875,Valid
2.5070217240110777,0.40000000000000002,Valid
0.032708988659560116,0.25,Valid
0.00095519393808937854,0.22500000000000001,Valid
0.025723532654076488,0.2857142857142857,Valid
0.00028974446016409973,0.20000000000000001,Valid
0.10273628031537946,0.2857142857142857,Valid
0.00057726311164113346,0.21875,Valid
0.021853614963350736,0.2857142857142857,Valid
0.13332208506700652,0.2857142857142857,Valid
0.0019693748838291347,0.29166666666666669,Valid
0.077160215017206241,0.27777777777777779,Valid
11.115101298532593,0.40000000000000002,Valid
0.00023932047260473365,0.29166666666666669,Valid
0.0039729461165296989,0.25,Valid
0.0024294728487861839,0.25,Valid
0.24879630750382531,0.25,Valid
1.6114373715121424,0.25,Valid
1.4707912527701674,0.26666666666666666,Valid
0.81818199400964542,0.25,Valid
1.6778785786609172,0.40000000000000002,Valid
0.025399220611176627,0.27777777777777779,Valid
0.27349088363933943,0.40000000000000002,Valid
0.007254894215756375,0.25,Valid
0.03600647964511075,0.33333333333333331,Valid
0.15371017940319037,0.33333333333333331,Valid
0.0479340998759318,0.25,Valid
0.0030280695501714171,0.25,Valid
0.67560276444035683,0.40000000000000002,Valid
0.64527580995106815,0.40000000000000002,Valid
784.53248176585612,0.375,Valid
136.62687385477,0.375,Valid
7.410535310093094e-06,0.20000000000000001,Valid
7.410535310093094e-06,0.20000000000000001,Valid
37.830279461058929,0.33333333333333331,Valid
46.286166929295099,0.375,Valid
0.070721760977421486,0.23809523809523808,Valid
0.00056079745193906487,0.2857142857142857,Valid
0.28382311202939164,0.40000000000000002,Valid
1.0749902160153202,0.22222222222222221,Valid
1.7321425580196446,0.25,Valid
0.019767543154512825,0.25,Valid
3.5737856488599293,0.40000000000000002,Valid
7.0707502133649909,0.41666666666666669,Valid
2.1326322558726507,0.41666666666666669,Valid
2.1326322558726507,0.41666666666666669,Valid
0.98164853299588539,0.33333333333333331,Valid
1.4500506263902064,0.41666666666666669,Valid
9.5486455614833066e-05,0.25,Valid
9.3359106456592339e-07,0.17777777777777778,Valid
0.26041239657313664,0.26666666666666666,Valid
0.16231059117499144,0.2857142857142857,Valid
7.0798485884416937,0.375,Valid
