% Indian_Name_Belief
% Akshay Gulati akshaygulati66[at]yahoo.co.in
% 12/08/2015,06:16:15
% Python Generated ARFF file
% Belief Model Type: Bigrams_2

@RELATION Belief_Bigrams_2

@ATTRIBUTE Bigram_2  NUMERIC
@ATTRIBUTE Vowel_Score  NUMERIC
@ATTRIBUTE class        {Valid,Invalid}

@DATA
318.85810406077934,0.22222222222222221,Valid
11.663880186171541,0.19047619047619047,Valid
0.042657855424514814,0.18333333333333332,Valid
557.53773512640964,0.26666666666666666,Valid
28.29849196128643,0.27777777777777779,Valid
1.4273213298302201,0.25,Valid
57.472151848371482,0.33333333333333331,Valid
4.5215089562791846,0.22222222222222221,Valid
1683.0374010637645,0.33333333333333331,Valid
17173.109198435883,0.5,Valid
1309.7413026328663,0.2857142857142857,Valid
53.558133351223752,0.21875,Valid
1924.4749925735664,0.40000000000000002,Valid
373.058393869577,0.25,Valid
12.419062420952221,0.22500000000000001,Valid
418.45891036752482,0.2857142857142857,Valid
33.678408562902185,0.20000000000000001,Valid
746.24411097107986,0.2857142857142857,Valid
7.4218038677319571,0.21875,Valid
197.27962823171285,0.2857142857142857,Valid
545.42755636940763,0.2857142857142857,Valid
39.11572585379492,0.29166666666666669,Valid
52.830852699663787,0.27777777777777779,Valid
18500.410629448354,0.40000000000000002,Valid
18.032235386011813,0.29166666666666669,Valid
19.415224237526935,0.25,Valid
33.293256369923022,0.25,Valid
705.93301924702553,0.25,Valid
452.34780198644711,0.25,Valid
2004.4633108245202,0.26666666666666666,Valid
1468.2008892819076,0.25,Valid
928.69276441523755,0.40000000000000002,Valid
7.1539524281305633,0.27777777777777779,Valid
158.55368298173764,0.40000000000000002,Valid
80.455185510992891,0.25,Valid
192.0613884570883,0.33333333333333331,Valid
285.51469627170661,0.33333333333333331,Valid
26.77321999245429,0.25,Valid
118.06757703009204,0.25,Valid
2681.2623729048555,0.40000000000000002,Valid
1312.2286232168399,0.40000000000000002,Valid
64804.011273161173,0.375,Valid
66663.84932590909,0.375,Valid
48.208688769052053,0.20000000000000001,Valid
48.208688769052053,0.20000000000000001,Valid
15293.954687570436,0.33333333333333331,Valid
22660.635110305197,0.375,Valid
1193.9913803201541,0.23809523809523808,Valid
0.52238042823999442,0.2857142857142857,Valid
214.02526305173816,0.40000000000000002,Valid
812.56507506999537,0.22222222222222221,Valid
710.7597554361115,0.25,Valid
128.04029890597806,0.25,Valid
2799.5891846667187,0.40000000000000002,Valid
1898.6371171306566,0.41666666666666669,Valid
1670.6357865411153,0.41666666666666669,Valid
1670.6357865411153,0.41666666666666669,Valid
333.74995258290409,0.33333333333333331,Valid
597.02011919764971,0.41666666666666669,Valid
0.47873396968016602,0.25,Valid
0.45443125999363454,0.17777777777777778,Valid
463.5929985821071,0.26666666666666666,Valid
202.9213238286124,0.2857142857142857,Valid
4933.6946650059626,0.375,Valid
1887.2917331104109,0.26666666666666666,Valid
70894.66017875816,0.375,Valid
77.509768781338224,0.20000000000000001,Valid
56081.330186731961,0.375,Valid
118093.50089087881,0.33333333333333331,Valid
9.7532576418413761,0.21875,Valid
5.440187015747072,0.21875,Valid
847.56363853742494,0.40000000000000002,Valid
107.02669118946795,0.25,Valid
2.2287479591492345,0.20000000000000001,Valid
132.25879692688514,0.40000000000000002,Valid
105.81378287030772,0.40000000000000002,Valid
3148.7654026511927,0.26666666666666666,Valid
751.88349389083362,0.25,Valid
0.059913596047045561,0.18333333333333332,Valid
