% Indian_Name_Belief
% Akshay Gulati akshaygulati66[at]yahoo.co.in
% 12/08/2015,06:16:15
% Python Generated ARFF file
% Belief Model Type: Trigrams

@RELATION Belief_Trigrams

@ATTRIBUTE Trigrams  NUMERIC
@ATTRIBUTE Vowel_Score  NUMERIC
@ATTRIBUTE class        {Valid,Invalid}

@DATA
7.0392910479238484,0.22222222222222221,Valid
0.88200928499829112,0.19047619047619047,Valid
0.00032754439153492686,0.18333333333333332,Valid
39.545787279852433,0.26666666666666666,Valid
2.3584585616576854,0.27777777777777779,Valid
0.094295464861415448,0.25,Valid
0.80371034918312012,0.33333333333333331,Valid
0.035266886318962125,0.22222222222222221,Valid
27.126555497570397,0.33333333333333331,Valid
241.48597429128432,0.5,Valid
0.071893750985177696,0.2857142857142857,Valid
0.010024108217614782,0.21875,Valid
18.751212070293256,0.40000000000000002,Valid
0.0781996620791688,0.25,Valid
0.0018110584569479436,0.22500000000000001,Valid
0.15207012036730028,0.2857142857142857,Valid
0.0014047360744586488,0.20000000000000001,Valid
1.0551465959933151,0.2857142857142857,Valid
0.0090953365333139944,0.21875,Valid
0.047436613163786903,0.2857142857142857,Valid
0.23429089035040912,0.2857142857142857,Valid
0.02993647041000877,0.29166666666666669,Valid
1.3826548246769008,0.27777777777777779,Valid
50.304831096840594,0.40000000000000002,Valid
0.027935542717640253,0.29166666666666669,Valid
0.012894534871492206,0.25,Valid
0.013515841530867658,0.25,Valid
1.0636435148341357,0.25,Valid
7.2596148842167043,0.25,Valid
44.120937348297055,0.26666666666666666,Valid
10.547697930215813,0.25,Valid
0.94910217849134781,0.40000000000000002,Valid
0.34604723590898512,0.27777777777777779,Valid
3.2878665121317181,0.40000000000000002,Valid
0.019545421085262547,0.25,Valid
2.657059843357183,0.33333333333333331,Valid
1.0487462156611149,0.33333333333333331,Valid
0.42350142097685817,0.25,Valid
0.027017010508279347,0.25,Valid
5.3564083113308731,0.40000000000000002,Valid
0.45511633102513166,0.40000000000000002,Valid
99.826144069367288,0.375,Valid
40.997339812662347,0.375,Valid
4.8458172041263661e-07,0.20000000000000001,Valid
4.8458172041263661e-07,0.20000000000000001,Valid
62.178962802112018,0.33333333333333331,Valid
571.40381765435882,0.375,Valid
0.22343421199654057,0.23809523809523808,Valid
0.015502545791857558,0.2857142857142857,Valid
6.3678141825425243,0.40000000000000002,Valid
0.5961306442938541,0.22222222222222221,Valid
7.7380916847042425,0.25,Valid
0.053054622326892002,0.25,Valid
9.7772638130994505,0.40000000000000002,Valid
101.76002230308841,0.41666666666666669,Valid
10.556345850048928,0.41666666666666669,Valid
10.556345850048928,0.41666666666666669,Valid
9.0130645107982552,0.33333333333333331,Valid
27.057876206979845,0.41666666666666669,Valid
0.006074653147033194,0.25,Valid
6.7507365686274735e-05,0.17777777777777778,Valid
0.19088105328453644,0.26666666666666666,Valid
0.364008247265866,0.2857142857142857,Valid
40.609158744719153,0.375,Valid
36.852259704428086,0.26666666666666666,Valid
692.54011510320868,0.375,Valid
0.01955440708163449,0.20000000000000001,Valid
606.73001459683292,0.375,Valid
78.202994536367669,0.33333333333333331,Valid
0.044043334027089466,0.21875,Valid
0.036872499831240579,0.21875,Valid
69.093716523690077,0.40000000000000002,Valid
0.12562406232432499,0.25,Valid
1.9530381955865564e-05,0.20000000000000001,Valid
4.2575889804164984,0.40000000000000002,Valid
8.8329084817596009,0.40000000000000002,Valid
56.984519233454236,0.26666666666666666,Valid
41.022056356064439,0.25,Valid
2.7766205599247816e-06,0.18333333333333332,Valid
209.1652327313403,0.29999999999999999,Valid
829.50941380488223,0.375,Valid
0.324360419883156,0.23809523809523808,Valid
0.36246527992727984,0.25,Valid
3.8030280608065823,0.23809523809523808,Valid
0.47990924117766337,0.23809523809523808,Valid
45.063618563507035,0.375,Valid
1.2034621758000803,0.29999999999999999,Valid
26.991229868767231,0.375,Valid
32.147766440882954,0.40000000000000002,Valid
10.917741282896808,0.40000000000000002,Valid
16.942864401318563,0.375,Valid
0.061451060512150886,0.20000000000000001,Valid
0.16402459601914191,0.25,Valid
3.3775471097756138,0.29999999999999999,Valid
18.366579657866374,0.29999999999999999,Valid
6.8252803951788398e-05,0.20000000000000001,Valid
29.139777757184792,0.29999999999999999,Valid
45.66374585008252,0.29999999999999999,Valid
0.0127312142233428,0.29166666666666669,Valid
0.069338778319488772,0.25,Valid
90.722768993167648,0.33333333333333331,Valid
10.430069682241857,0.22222222222222221,Valid
12.707297689605033,0.40000000000000002,Valid
1.6354884694807721,0.33333333333333331,Valid
1.9588385940873503,0.40000000000000002,Valid
194.03338039954897,0.375,Valid
0.87066150005076504,0.23809523809523808,Valid
291.29586009787886,0.375,Valid
0.00090054617283111499,0.22222222222222221,Valid
0.28248059829977135,0.23809523809523808,Valid
0.0070289450840425108,0.20833333333333334,Valid
0.00047591815673204502,0.20833333333333334,Valid
0.00023723226383222281,0.25,Valid
310.87203025279553,0.29999999999999999,Valid
310.87203025279553,0.29999999999999999,Valid
338.1259331794277,0.375,Valid
78.678636141293694,0.40000000000000002,Valid
0.46774170952709915,0.25,Valid
132.90962236885886,0.40000000000000002,Valid
4.8248411792151904,0.2857142857142857,Valid
9.6064447919365037,0.40000000000000002,Valid
5.8810112003477917,0.40000000000000002,Valid
7.34692587737376,0.33333333333333331,Valid
0.00026663565188444441,0.25,Valid
6.3317467321143015,0.26666666666666666,Valid
15.282406702166954,0.5,Valid
1.7103856338181038,0.41666666666666669,Valid
0.28914307228535024,0.29166666666666669,Valid
10.491292549006262,0.5,Valid
0.018689148852760708,0.22222222222222221,Valid
0.0024748358464239768,0.33333333333333331,Valid
47.160577401038481,0.375,Valid
0.64650706278343539,0.27777777777777779,Valid
0.70348763478758347,0.27777777777777779,Valid
2.4973114064426318,0.33333333333333331,Valid
76.109456387684574,0.375,Valid
11.869676820397656,0.5,Valid
1.9686512904618709,0.41666666666666669,Valid
0.40694515952465532,0.33333333333333331,Valid
8.8717008170135312,0.40000000000000002,Valid
11.045382525549169,0.27777777777777779,Valid
0.90334649782990351,0.23809523809523808,Valid
339.65740495143689,0.375,Valid
44.067040229268194,0.375,Valid
1.8585243929297313,0.40000000000000002,Valid
82.309583756015769,0.40000000000000002,Valid
5.1354301177248223,0.40000000000000002,Valid
5.3686153651622615e-05,0.18181818181818182,Valid
42.894204286095615,0.375,Valid
0.63926259678468977,0.33333333333333331,Valid
31.663754117619352,0.26666666666666666,Valid
0.0042219885181901361,0.17999999999999999,Valid
175.48810843169258,0.40000000000000002,Valid
0.025547613059590416,0.29166666666666669,Valid
31.114619641277379,0.33333333333333331,Valid
31.114619641277379,0.33333333333333331,Valid
12.298818954905158,0.41666666666666669,Valid
7.1547201129827078,0.40000000000000002,Valid
1.8284858955418861,0.33333333333333331,Valid
0.029973852583525321,0.33333333333333331,Valid
0.014397771344453294,0.25,Valid
1.2903075179411578,0.35714285714285715,Valid
2.5318683920903733,0.41666666666666669,Valid
2.3333199697954972,0.35714285714285715,Valid
0.0031760780304599685,0.25,Valid
